borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
504,bank line,8.01,1y,fixed,44387798,0.8879,False,False,False,False,False,3555462.62,0,39411925.84
505,ncd,10.17,1y,floating,11398544,0.0153,False,False,False,False,False,1159231.92,0,174397.72
506,bank line,9.38,6m,floating,33658355,0.9479,False,False,False,False,False,3157153.7,0,31904754.7
507,commercial paper,10.24,3y,fixed,45895380,0.8989,False,False,False,False,False,4699686.91,0,41255357.08
508,commercial paper,9.99,3y,fixed,46794379,0.4178,False,False,False,False,False,4674758.46,0,19550691.55
509,term loan,10.71,3y,fixed,6173654,0.653,False,False,False,False,False,661198.34,0,4031396.06
510,bank line,6.41,6m,floating,43257988,0.9911,False,False,False,False,False,2772837.03,0,42872991.91
511,commercial paper,11.97,1y,fixed,8043345,0.5549,False,False,False,False,False,962788.4,0,4463252.14
512,term loan,8.33,1y,fixed,1342756,0.0969,False,False,False,False,False,111851.57,0,130113.06
513,bank line,10.03,6m,floating,27284580,0.8536,False,False,False,False,False,2736643.37,0,23290117.49
514,commercial paper,9.74,3m,floating,6252742,0.1342,False,False,False,False,False,609017.07,1,839117.98
515,commercial paper,8.96,6m,fixed,8179394,0.2573,False,False,False,False,False,732873.7,0,2104558.08
516,bank line,11.97,6m,floating,43541568,0.8735,False,False,False,False,False,5211925.69,0,38033559.65
517,bank line,6.52,1y,floating,9348731,0.256,False,False,False,False,False,609537.26,0,2393275.14
518,term loan,7.95,3y,floating,2627013,0.7451,False,False,False,False,False,208847.53,0,1957387.39
519,bank line,5.89,1y,fixed,19766203,0.4477,False,False,False,False,False,1164229.36,0,8849329.08
520,bank line,6.27,3m,floating,27052422,0.7597,False,False,False,False,False,1696186.86,1,20551724.99
521,ncd,9.99,1m,floating,29432730,0.2324,False,False,False,False,False,2940329.73,1,6840166.45
522,bank line,5.03,1m,fixed,10690553,0.4196,False,False,False,False,False,537734.82,1,4485756.04
523,commercial paper,11.23,6m,fixed,40677470,0.3182,False,False,False,False,False,4568079.88,0,12943570.95
524,term loan,9.43,1m,fixed,48998727,0.249,False,False,False,False,False,4620579.96,1,12200683.02
525,term loan,8.09,3y,fixed,48808461,0.3144,False,False,False,False,False,3948604.49,0,15345380.14
526,term loan,7.32,1y,floating,12423606,0.323,False,False,False,False,False,909407.96,0,4012824.74
527,commercial paper,5.88,3m,floating,40893390,0.9554,False,False,False,False,False,2404531.33,1,39069544.81
528,bank line,11.45,3m,floating,38302278,0.5332,False,False,False,False,False,4385610.83,1,20422774.63
529,commercial paper,9.99,3m,floating,15153094,0.4621,False,False,False,False,False,1513794.09,1,7002244.74
530,ncd,7.35,1y,floating,20084192,0.5033,False,False,False,False,False,1476188.11,0,10108373.83
531,term loan,5.5,3y,floating,20943336,0.9961,False,False,False,False,False,1151883.48,0,20861656.99
532,bank line,7.28,3m,floating,46221816,0.6536,False,False,False,False,False,3364948.2,1,30210578.94
533,bank line,6.29,1m,fixed,8988358,0.7035,False,False,False,False,False,565367.72,1,6323309.85
534,term loan,10.5,3y,floating,1720888,0.3136,False,False,False,False,False,180693.24,0,539670.48
535,ncd,10.04,3y,floating,34504186,0.4715,False,False,False,False,False,3464220.27,0,16268723.7
536,ncd,8.49,3y,fixed,26539603,0.1841,False,False,False,False,False,2253212.29,0,4885940.91
537,bank line,11.2,3m,floating,5744625,0.6852,False,False,False,False,False,643398.0,1,3936217.05
538,commercial paper,6.26,3y,fixed,22742221,0.3445,False,False,False,False,False,1423663.03,0,7834695.13
539,term loan,8.16,3m,fixed,7313333,0.7483,False,False,False,False,False,596767.97,1,5472567.08
540,commercial paper,9.97,1m,floating,5692110,0.2132,False,False,False,False,False,567503.37,1,1213557.85
541,bank line,5.47,1m,fixed,45437201,0.4035,False,False,False,False,False,2485414.89,1,18333910.6
542,term loan,7.61,1m,floating,3611593,0.4712,False,False,False,False,False,274842.23,1,1701782.62
543,ncd,9.0,1m,fixed,10511394,0.1665,False,False,False,False,False,946025.46,1,1750147.1
544,ncd,7.57,3y,fixed,32251418,0.0696,False,False,False,False,False,2441432.34,0,2244698.69
545,ncd,8.36,3y,floating,5245116,0.3171,False,False,False,False,False,438491.7,0,1663226.28
546,bank line,9.26,3m,floating,25227136,0.5449,False,False,False,False,False,2336032.79,1,13746266.41
547,ncd,7.58,1m,fixed,42927606,0.6527,False,False,False,False,False,3253912.53,1,28018848.44
548,term loan,5.74,6m,fixed,42623963,0.4253,False,False,False,False,False,2446615.48,0,18127971.46
549,term loan,5.98,1m,floating,35718049,0.5003,False,False,False,False,False,2135939.33,1,17869739.91
550,term loan,8.69,1y,floating,11324399,0.5432,False,False,False,False,False,984090.27,0,6151413.54
551,term loan,6.22,6m,fixed,16011842,0.5119,False,False,False,False,False,995936.57,0,8196461.92
552,ncd,11.23,1y,floating,16765488,0.0903,False,False,False,False,False,1882764.3,0,1513923.57
553,term loan,10.84,6m,fixed,37095050,0.405,False,False,False,False,False,4021103.42,0,15023495.25
554,bank line,7.44,3m,floating,28116867,0.2043,False,False,False,False,False,2091894.9,1,5744275.93
555,term loan,10.82,3y,floating,34222109,0.5337,False,False,False,False,False,3702832.19,0,18264339.57
556,ncd,8.73,3m,fixed,33374694,0.7581,False,False,False,False,False,2913610.79,1,25301355.52
557,ncd,6.11,6m,floating,12143093,0.5795,False,False,False,False,False,741942.98,0,7036922.39
558,commercial paper,9.3,1m,fixed,18515519,0.2218,False,False,False,False,False,1721943.27,1,4106742.11
559,term loan,9.76,3m,fixed,18256607,0.2078,False,False,False,False,False,1781844.84,1,3793722.93
560,ncd,5.59,6m,fixed,6173007,0.037,False,False,False,False,False,345071.09,0,228401.26
561,commercial paper,7.2,1m,fixed,32576419,0.4264,False,False,False,False,False,2345502.17,1,13890585.06
562,bank line,5.04,3y,floating,33506911,0.4329,False,False,False,False,False,1688748.31,0,14505141.77
563,term loan,7.22,6m,floating,45689269,0.2364,False,False,False,False,False,3298765.22,0,10800943.19
564,ncd,7.35,1y,fixed,47464154,0.7643,False,False,False,False,False,3488615.32,0,36276852.9
565,ncd,9.41,1y,floating,31918255,0.3865,False,False,False,False,False,3003507.8,0,12336405.56
566,term loan,6.39,1y,floating,35880097,0.6694,False,False,False,False,False,2292738.2,0,24018136.93
567,commercial paper,5.21,1m,floating,11616411,0.6401,False,False,False,False,False,605215.01,1,7435664.68
568,term loan,7.21,1m,floating,19128386,0.6047,False,False,False,False,False,1379156.63,1,11566935.01
569,bank line,10.78,3m,floating,19826017,0.9081,False,False,False,False,False,2137244.63,1,18004006.04
570,bank line,7.79,1m,floating,32686997,0.0159,False,False,False,False,False,2546317.07,1,519723.25
571,term loan,7.91,6m,fixed,20714453,0.068,False,False,False,False,False,1638513.23,0,1408582.8
572,commercial paper,8.28,1y,floating,26503092,0.7221,False,False,False,False,False,2194456.02,0,19137882.73
573,bank line,10.26,3y,floating,19105629,0.3535,False,False,False,False,False,1960237.54,0,6753839.85
574,term loan,8.36,1y,fixed,3752481,0.9865,False,False,False,False,False,313707.41,0,3701822.51
575,commercial paper,5.64,6m,fixed,26434671,0.2164,False,False,False,False,False,1490915.44,0,5720462.8
576,commercial paper,6.44,3y,fixed,38343452,0.1834,False,False,False,False,False,2469318.31,0,7032189.1
577,ncd,6.32,3m,floating,42258940,0.5882,False,False,False,False,False,2670765.01,1,24856708.51
578,bank line,8.56,1m,fixed,35883730,0.2794,False,False,False,False,False,3071647.29,1,10025914.16
579,term loan,5.21,6m,fixed,2833960,0.3405,False,False,False,False,False,147649.32,0,964963.38
580,bank line,6.99,1m,floating,29501171,0.921,False,False,False,False,False,2062131.85,1,27170578.49
581,commercial paper,9.25,3m,fixed,24352829,0.0262,False,False,False,False,False,2252636.68,1,638044.12
582,ncd,7.48,3y,floating,48497213,0.5313,False,False,False,False,False,3627591.53,0,25766569.27
583,bank line,9.95,6m,floating,13981544,0.3349,False,False,False,False,False,1391163.63,0,4682419.09
584,term loan,7.74,3y,floating,1701788,0.346,False,False,False,False,False,131718.39,0,588818.65
585,bank line,11.85,6m,floating,7595050,0.2478,False,False,False,False,False,900013.42,0,1882053.39
586,commercial paper,11.76,3m,floating,21255730,0.1349,False,False,False,False,False,2499673.85,1,2867397.98
587,ncd,10.6,3m,floating,33106576,0.0345,False,False,False,False,False,3509297.06,1,1142176.87
588,bank line,11.68,3m,floating,13505957,0.9877,False,False,False,False,False,1577495.78,1,13339833.73
589,commercial paper,6.43,1m,floating,8653809,0.6604,False,False,False,False,False,556439.92,1,5714975.46
590,commercial paper,10.26,1y,fixed,28637544,0.7772,False,False,False,False,False,2938212.01,0,22257099.2
591,ncd,7.25,3y,fixed,35174074,0.065,False,False,False,False,False,2550120.36,0,2286314.81
592,commercial paper,10.08,6m,floating,23359328,0.0148,False,False,False,False,False,2354620.26,0,345718.05
593,bank line,7.62,3y,floating,42894627,0.6003,False,False,False,False,False,3268570.58,0,25749644.59
594,term loan,7.03,1y,floating,30867477,0.7238,False,False,False,False,False,2169983.63,0,22341879.85
595,ncd,11.71,1m,floating,39633981,0.3949,False,False,False,False,False,4641139.18,1,15651459.1
596,commercial paper,6.47,1m,floating,19448977,0.3878,False,False,False,False,False,1258348.81,1,7542313.28
597,bank line,10.31,1y,fixed,36502992,0.3845,False,False,False,False,False,3763458.48,0,14035400.42
598,ncd,9.72,6m,fixed,13496467,0.1528,False,False,False,False,False,1311856.59,0,2062260.16
599,commercial paper,7.12,1y,floating,42280242,0.7539,False,False,False,False,False,3010353.23,0,31875074.44
600,bank line,8.21,1m,fixed,43100150,0.2152,False,False,False,False,False,3538522.32,1,9275152.28
601,commercial paper,6.0,1m,fixed,44285206,0.3244,False,False,False,False,False,2657112.36,1,14366120.83
602,bank line,11.45,3y,floating,21403373,0.6713,False,False,False,False,False,2450686.21,0,14368084.29
603,commercial paper,11.78,6m,floating,12520954,0.0001,False,False,False,False,False,1474968.38,0,1252.1
604,ncd,10.13,6m,floating,20636038,0.7663,False,False,False,False,False,2090430.65,0,15813395.92
605,ncd,10.95,1m,fixed,16188072,0.8991,False,False,False,False,False,1772593.88,1,14554695.54
606,ncd,5.58,1y,floating,13199480,0.0516,False,False,False,False,False,736530.98,0,681093.17
607,commercial paper,7.69,1m,floating,36263251,0.5916,False,False,False,False,False,2788644.0,1,21453339.29
608,commercial paper,7.32,3y,floating,9123846,0.4085,False,False,False,False,False,667865.53,0,3727091.09
609,ncd,8.95,1y,fixed,10934117,0.0785,False,False,False,False,False,978603.47,0,858328.18
610,ncd,6.28,1m,fixed,38464048,0.6822,False,False,False,False,False,2415542.21,1,26240173.55
611,term loan,8.94,6m,floating,11885541,0.6123,False,False,False,False,False,1062567.37,0,7277516.75
612,bank line,9.58,3y,floating,12555696,0.6427,False,False,False,False,False,1202835.68,0,8069545.82
613,term loan,5.93,1m,fixed,49582873,0.8135,False,False,False,False,False,2940264.37,1,40335667.19
614,bank line,5.92,1m,fixed,49957592,0.2869,False,False,False,False,False,2957489.45,1,14332833.14
615,commercial paper,5.25,3m,floating,15628900,0.6771,False,False,False,False,False,820517.25,1,10582328.19
616,bank line,10.33,1y,floating,11887857,0.7433,False,False,False,False,False,1228015.63,0,8836244.11
617,bank line,7.32,3m,fixed,7550215,0.1688,False,False,False,False,False,552675.74,1,1274476.29
618,commercial paper,6.58,6m,fixed,45636106,0.9571,False,False,False,False,False,3002855.77,0,43678317.05
619,commercial paper,10.45,1y,fixed,43446498,0.34,False,False,False,False,False,4540159.04,0,14771809.32
620,commercial paper,6.0,3y,fixed,11057502,0.7137,False,False,False,False,False,663450.12,0,7891739.18
621,ncd,7.99,1y,fixed,37296953,0.754,False,False,False,False,False,2980026.54,0,28121902.56
622,ncd,10.21,1m,floating,1203491,0.504,False,False,False,False,False,122876.43,1,606559.46
623,bank line,9.02,1m,floating,41017040,0.1287,False,False,False,False,False,3699737.01,1,5278893.05
624,commercial paper,8.88,1m,floating,19868848,0.2757,False,False,False,False,False,1764353.7,1,5477841.39
625,ncd,6.1,1y,fixed,22077849,0.2342,False,False,False,False,False,1346748.79,0,5170632.24
626,commercial paper,6.27,1m,floating,36274216,0.5186,False,False,False,False,False,2274393.34,1,18811808.42
627,bank line,9.08,1m,floating,9260788,0.2613,False,False,False,False,False,840879.55,1,2419843.9
628,ncd,5.16,3m,floating,4534101,0.5468,False,False,False,False,False,233959.61,1,2479246.43
629,ncd,11.08,1m,floating,21149689,0.2882,False,False,False,False,False,2343385.54,1,6095340.37
630,term loan,7.45,3m,fixed,34705218,0.001,False,False,False,False,False,2585538.74,1,34705.22
631,bank line,7.92,6m,floating,41598875,0.3633,False,False,False,False,False,3294630.9,0,15112871.29
632,ncd,6.81,1y,fixed,12532862,0.6069,False,False,False,False,False,853487.9,0,7606193.95
633,bank line,11.14,3m,floating,6512001,0.7737,False,False,False,False,False,725436.91,1,5038335.17
634,bank line,9.5,1y,fixed,14297965,0.0284,False,False,False,False,False,1358306.68,0,406062.21
635,commercial paper,8.15,1y,floating,24567571,0.2583,False,False,False,False,False,2002257.04,0,6345803.59
636,bank line,9.1,3y,floating,27358247,0.9855,False,False,False,False,False,2489600.48,0,26961552.42
637,term loan,7.66,3m,fixed,43168803,0.2618,False,False,False,False,False,3306730.31,1,11301592.63
638,ncd,8.26,1m,fixed,7828679,0.7772,False,False,False,False,False,646648.89,1,6084449.32
639,bank line,7.5,3y,fixed,31138918,0.5094,False,False,False,False,False,2335418.85,0,15862164.83
640,bank line,7.87,3m,fixed,22546904,0.1222,False,False,False,False,False,1774441.34,1,2755231.67
641,commercial paper,7.2,3m,floating,13237262,0.6434,False,False,False,False,False,953082.86,1,8516854.37
642,commercial paper,5.54,6m,floating,33298333,0.9663,False,False,False,False,False,1844727.65,0,32176179.18
643,term loan,5.26,1m,fixed,1155950,0.8868,False,False,False,False,False,60802.97,1,1025096.46
644,bank line,6.22,6m,floating,42535555,0.6903,False,False,False,False,False,2645711.52,0,29362293.62
645,bank line,6.76,1y,floating,46451320,0.5121,False,False,False,False,False,3140109.23,0,23787720.97
646,bank line,11.23,1m,floating,8140504,0.3193,False,False,False,False,False,914178.6,1,2599262.93
647,bank line,9.28,6m,fixed,21771016,0.357,False,False,False,False,False,2020350.28,0,7772252.71
648,ncd,11.71,6m,floating,45305446,0.3462,False,False,False,False,False,5305267.73,0,15684745.41
649,bank line,7.38,1m,floating,20037695,0.9221,False,False,False,False,False,1478781.89,1,18476758.56
650,bank line,7.81,3m,fixed,11622199,0.2113,False,False,False,False,False,907693.74,1,2455770.65
651,ncd,10.04,1y,fixed,31246001,0.378,False,False,False,False,False,3137098.5,0,11810988.38
652,commercial paper,9.05,3y,floating,28190987,0.432,False,False,False,False,False,2551284.32,0,12178506.38
653,term loan,8.7,3y,floating,9699597,0.4089,False,False,False,False,False,843864.94,0,3966165.21
654,bank line,9.03,3y,fixed,46639814,0.0042,False,False,False,False,False,4211575.2,0,195887.22
655,ncd,9.09,1y,floating,10417477,0.271,False,False,False,False,False,946948.66,0,2823136.27
656,bank line,10.36,1m,fixed,42840598,0.4986,False,False,False,False,False,4438285.95,1,21360322.16
657,commercial paper,9.68,1m,floating,44062197,0.7605,False,False,False,False,False,4265220.67,1,33509300.82
658,ncd,11.7,1m,fixed,42994834,0.5695,False,False,False,False,False,5030395.58,1,24485557.96
659,ncd,11.64,3y,fixed,8493844,0.3849,False,False,False,False,False,988683.44,0,3269280.56
660,ncd,7.95,3m,floating,22384366,0.6651,False,False,False,False,False,1779557.1,1,14887841.83
661,bank line,5.25,6m,fixed,21698386,0.6659,False,False,False,False,False,1139165.26,0,14448955.24
662,commercial paper,5.08,3y,floating,26663009,0.2479,False,False,False,False,False,1354480.86,0,6609759.93
663,term loan,5.86,1y,floating,18363114,0.1038,False,False,False,False,False,1076078.48,0,1906091.23
664,ncd,5.52,1m,floating,29874380,0.8032,False,False,False,False,False,1649065.78,1,23995102.02
665,bank line,7.61,6m,floating,2517987,0.5298,False,False,False,False,False,191618.81,0,1334029.51
666,term loan,5.37,1m,floating,39227480,0.1765,False,False,False,False,False,2106515.68,1,6923650.22
667,ncd,9.37,1m,fixed,27236000,0.2621,False,False,False,False,False,2552013.2,1,7138555.6
668,bank line,6.33,1m,floating,31456631,0.7664,False,False,False,False,False,1991204.74,1,24108362.0
669,term loan,8.6,3m,floating,26741332,0.6533,False,False,False,False,False,2299754.55,1,17470112.2
670,term loan,5.72,6m,floating,25283425,0.9452,False,False,False,False,False,1446211.91,0,23897893.31
671,ncd,10.79,3y,fixed,17673389,0.4649,False,False,False,False,False,1906958.67,0,8216358.55
672,bank line,10.46,3m,fixed,47126161,0.0522,False,False,False,False,False,4929396.44,1,2459985.6
673,term loan,7.71,1y,fixed,32205482,0.7004,False,False,False,False,False,2483042.66,0,22556719.59
674,commercial paper,11.37,1y,fixed,47073610,0.2549,False,False,False,False,False,5352269.46,0,11999063.19
675,commercial paper,6.3,3y,floating,25839954,0.3239,False,False,False,False,False,1627917.1,0,8369561.1
676,term loan,10.7,6m,floating,4668656,0.1966,False,False,False,False,False,499546.19,0,917857.77
677,ncd,8.82,3y,fixed,16117232,0.3089,False,False,False,False,False,1421539.86,0,4978612.96
678,ncd,7.31,3m,fixed,44112353,0.8295,False,False,False,False,False,3224613.0,1,36591196.81
679,ncd,5.59,6m,fixed,10815937,0.5767,False,False,False,False,False,604610.88,0,6237550.87
680,term loan,6.2,1y,fixed,22083685,0.1092,False,False,False,False,False,1369188.47,0,2411538.4
681,ncd,11.04,6m,floating,41545038,0.5866,False,False,False,False,False,4586572.2,0,24370319.29
682,ncd,9.25,6m,fixed,30977930,0.6336,False,False,False,False,False,2865458.52,0,19627616.45
683,commercial paper,6.66,6m,floating,39339287,0.8848,False,False,False,False,False,2619996.51,0,34807401.14
684,bank line,8.47,3y,floating,45920963,0.8596,False,False,False,False,False,3889505.57,0,39473659.79
685,commercial paper,5.75,1m,fixed,20542354,0.0629,False,False,False,False,False,1181185.36,1,1292114.07
686,term loan,5.69,3m,floating,8023440,0.8667,False,False,False,False,False,456533.74,1,6953915.45
687,commercial paper,11.35,6m,floating,9065100,0.0509,False,False,False,False,False,1028888.85,0,461413.59
688,bank line,8.2,6m,fixed,20073628,0.1541,False,False,False,False,False,1646037.5,0,3093346.07
689,commercial paper,7.53,3y,floating,5271982,0.1116,False,False,False,False,False,396980.24,0,588353.19
690,ncd,11.64,3m,fixed,18776266,0.1817,False,False,False,False,False,2185557.36,1,3411647.53
691,bank line,7.79,3m,fixed,39433359,0.8033,False,False,False,False,False,3071858.67,1,31676817.28
692,term loan,7.35,1y,fixed,32520817,0.6861,False,False,False,False,False,2390280.05,0,22312532.54
693,commercial paper,6.91,3m,floating,39009579,0.687,False,False,False,False,False,2695561.91,1,26799580.77
694,commercial paper,8.96,3m,floating,9054102,0.9221,False,False,False,False,False,811247.54,1,8348787.45
695,ncd,8.91,6m,fixed,21831525,0.3919,False,False,False,False,False,1945188.88,0,8555774.65
696,bank line,5.11,1m,fixed,18685598,0.0033,False,False,False,False,False,954834.06,1,61662.47
697,ncd,9.58,6m,floating,8334565,0.6398,False,False,False,False,False,798451.33,0,5332454.69
698,commercial paper,10.52,3y,floating,13813692,0.8681,False,False,False,False,False,1453200.4,0,11991666.03
699,commercial paper,9.31,3m,fixed,19375613,0.9763,False,False,False,False,False,1803869.57,1,18916410.97
700,bank line,11.09,1m,floating,18443136,0.3639,False,False,False,False,False,2045343.78,1,6711457.19
701,commercial paper,6.93,6m,floating,28612249,0.8222,False,False,False,False,False,1982828.86,0,23524991.13
702,bank line,6.34,1y,floating,5178448,0.8492,False,False,False,False,False,328313.6,0,4397538.04
703,term loan,9.88,3y,floating,49472931,0.1444,False,False,False,False,False,4887925.58,0,7143891.24
704,commercial paper,6.32,3y,floating,45746640,0.6315,False,False,False,False,False,2891187.65,0,28889003.16
705,bank line,5.64,3y,fixed,26723620,0.1731,False,False,False,False,False,1507212.17,0,4625858.62
706,bank line,5.68,6m,fixed,4941658,0.4466,False,False,False,False,False,280686.17,0,2206944.46
707,ncd,10.38,1m,fixed,49792808,0.8793,False,False,False,False,False,5168493.47,1,43782816.07
708,commercial paper,5.2,1m,fixed,28344664,0.7895,False,False,False,False,False,1473922.53,1,22378112.23
709,ncd,7.03,3m,fixed,17507595,0.5703,False,False,False,False,False,1230783.93,1,9984581.43
710,bank line,5.9,1m,fixed,45068153,0.8087,False,False,False,False,False,2659021.03,1,36446615.33
711,term loan,10.28,1y,floating,41712148,0.1528,False,False,False,False,False,4288008.81,0,6373616.21
712,term loan,8.52,3y,floating,1748521,0.1949,False,False,False,False,False,148973.99,0,340786.74
713,commercial paper,6.44,6m,fixed,36383265,0.2089,False,False,False,False,False,2343082.27,0,7600464.06
714,term loan,10.25,3y,floating,12221371,0.776,False,False,False,False,False,1252690.53,0,9483783.9
715,commercial paper,10.25,3y,fixed,17408832,0.891,False,False,False,False,False,1784405.28,0,15511269.31
716,commercial paper,8.66,1y,fixed,2481100,0.5628,False,False,False,False,False,214863.26,0,1396363.08
717,bank line,6.93,3y,fixed,38855156,0.958,False,False,False,False,False,2692662.31,0,37223239.45
718,bank line,9.1,3y,floating,44010836,0.728,False,False,False,False,False,4004986.08,0,32039888.61
719,bank line,11.53,1y,floating,30378816,0.5637,False,False,False,False,False,3502677.48,0,17124538.58
720,ncd,5.36,1y,floating,29171212,0.6116,False,False,False,False,False,1563576.96,0,17841113.26
721,bank line,6.87,1m,floating,19573470,0.8495,False,False,False,False,False,1344697.39,1,16627662.76
722,commercial paper,6.99,3y,fixed,47897980,0.0902,False,False,False,False,False,3348068.8,0,4320397.8
723,bank line,9.42,3m,floating,19037718,0.168,False,False,False,False,False,1793353.04,1,3198336.62
724,ncd,9.56,3m,floating,22335810,0.2663,False,False,False,False,False,2135303.44,1,5948026.2
725,bank line,6.44,3m,floating,2007004,0.8948,False,False,False,False,False,129251.06,1,1795867.18
726,term loan,6.51,1y,fixed,49736245,0.9449,False,False,False,False,False,3237829.55,0,46995777.9
727,commercial paper,11.5,3y,fixed,11523311,0.3562,False,False,False,False,False,1325180.77,0,4104603.38
728,term loan,10.29,1m,floating,49440765,0.9239,False,False,False,False,False,5087454.72,1,45678322.78
729,term loan,11.54,3y,floating,22627928,0.5468,False,False,False,False,False,2611262.89,0,12372951.03
730,ncd,10.81,3m,floating,5632593,0.4733,False,False,False,False,False,608883.3,1,2665906.27
731,term loan,7.81,6m,fixed,33976368,0.8328,False,False,False,False,False,2653554.34,0,28295519.27
732,bank line,5.85,3m,floating,17622528,0.5461,False,False,False,False,False,1030917.89,1,9623662.54
733,commercial paper,9.41,1y,fixed,7895363,0.4545,False,False,False,False,False,742953.66,0,3588442.48
734,term loan,7.46,3y,fixed,22789558,0.016,False,False,False,False,False,1700101.03,0,364632.93
735,term loan,7.98,1y,floating,32349875,0.0129,False,False,False,False,False,2581520.03,0,417313.39
736,commercial paper,7.98,1m,fixed,46759636,0.6276,False,False,False,False,False,3731418.95,1,29346347.55
737,bank line,11.56,3y,floating,5046149,0.0734,False,False,False,False,False,583334.82,0,370387.34
738,term loan,5.48,3y,floating,8577181,0.7369,False,False,False,False,False,470029.52,0,6320524.68
739,commercial paper,6.35,3y,floating,49800915,0.6223,False,False,False,False,False,3162358.1,0,30991109.4
740,bank line,9.26,6m,floating,9792701,0.4577,False,False,False,False,False,906804.11,0,4482119.25
741,bank line,11.19,3y,fixed,45174248,0.7098,False,False,False,False,False,5054998.35,0,32064681.23
742,bank line,11.43,6m,floating,40428020,0.9931,False,False,False,False,False,4620922.69,0,40149066.66
743,ncd,8.91,3y,floating,7169208,0.2464,False,False,False,False,False,638776.43,0,1766492.85
744,bank line,5.24,3m,fixed,13352127,0.5571,False,False,False,False,False,699651.45,1,7438469.95
745,bank line,7.54,1m,fixed,6534141,0.8429,False,False,False,False,False,492674.23,1,5507627.45
746,commercial paper,11.43,3y,floating,24404830,0.0169,False,False,False,False,False,2789472.07,0,412441.63
747,ncd,8.5,1y,fixed,7779544,0.2035,False,False,False,False,False,661261.24,0,1583137.2
748,bank line,10.09,3m,floating,16320388,0.521,False,False,False,False,False,1646727.15,1,8502922.15
749,term loan,6.88,1y,floating,2440528,0.5522,False,False,False,False,False,167908.33,0,1347659.56
750,ncd,5.18,1y,floating,26761742,0.0863,False,False,False,False,False,1386258.24,0,2309538.33
751,commercial paper,9.05,6m,fixed,49099475,0.4074,False,False,False,False,False,4443502.49,0,20003126.11
752,ncd,10.84,1m,floating,44194156,0.5198,False,False,False,False,False,4790646.51,1,22972122.29
753,term loan,11.93,1y,fixed,2653102,0.423,False,False,False,False,False,316515.07,0,1122262.15
754,ncd,10.93,3m,fixed,20005618,0.7006,False,False,False,False,False,2186614.05,1,14015935.97
755,term loan,8.88,1m,floating,31768071,0.7714,False,False,False,False,False,2821004.7,1,24505889.97
756,bank line,9.26,3m,floating,2642912,0.4603,False,False,False,False,False,244733.65,1,1216532.39
757,bank line,10.77,1y,floating,15396001,0.4257,False,False,False,False,False,1658149.31,0,6554077.63
758,ncd,5.14,1m,fixed,12192442,0.7054,False,False,False,False,False,626691.52,1,8600548.59
759,ncd,11.66,3y,fixed,42947029,0.5553,False,False,False,False,False,5007623.58,0,23848485.2
760,commercial paper,8.72,1y,floating,9894166,0.8704,False,False,False,False,False,862771.28,0,8611882.09
761,commercial paper,11.66,1y,fixed,36457026,0.4811,False,False,False,False,False,4250889.23,0,17539475.21
762,term loan,10.35,6m,fixed,34389303,0.5743,False,False,False,False,False,3559292.86,0,19749776.71
763,bank line,6.07,3m,fixed,9069381,0.1288,False,False,False,False,False,550511.43,1,1168136.27
764,ncd,6.16,3y,floating,13320423,0.836,False,False,False,False,False,820538.06,0,11135873.63
765,bank line,7.48,1m,floating,14870550,0.4223,False,False,False,False,False,1112317.14,1,6279833.26
766,ncd,6.85,1y,fixed,22594443,0.7191,False,False,False,False,False,1547719.35,0,16247663.96
767,term loan,8.08,1y,fixed,3833348,0.4295,False,False,False,False,False,309734.52,0,1646422.97
768,bank line,9.23,3y,floating,40227652,0.001,False,False,False,False,False,3713012.28,0,40227.65
769,commercial paper,8.06,1y,fixed,38125122,0.4004,False,False,False,False,False,3072884.83,0,15265298.85
770,term loan,5.39,3m,fixed,23907651,0.1475,False,False,False,False,False,1288622.39,1,3526378.52
771,bank line,11.83,1m,floating,21976062,0.3986,False,False,False,False,False,2599768.13,1,8759658.31
772,term loan,7.98,3y,floating,37049668,0.3213,False,False,False,False,False,2956563.51,0,11904058.33
773,ncd,10.96,3y,floating,32989692,0.2025,False,False,False,False,False,3615670.24,0,6680412.63
774,bank line,5.52,6m,fixed,35413022,0.1238,False,False,False,False,False,1954798.81,0,4384132.12
775,bank line,10.67,1m,floating,25603192,0.7286,False,False,False,False,False,2731860.59,1,18654485.69
776,bank line,6.21,3y,fixed,39468450,0.7549,False,False,False,False,False,2450990.74,0,29794732.9
777,commercial paper,9.76,1y,floating,29966569,0.265,False,False,False,False,False,2924737.13,0,7941140.78
778,term loan,9.63,1m,floating,27602066,0.4952,False,False,False,False,False,2658078.96,1,13668543.08
779,commercial paper,11.37,3m,floating,15752183,0.4641,False,False,False,False,False,1791023.21,1,7310588.13
780,commercial paper,7.24,3y,floating,12546823,0.3552,False,False,False,False,False,908389.99,0,4456631.53
781,term loan,5.76,3m,floating,7566555,0.2776,False,False,False,False,False,435833.57,1,2100475.67
782,term loan,11.05,3y,floating,3948918,0.186,False,False,False,False,False,436355.44,0,734498.75
783,bank line,7.32,1y,fixed,32775653,0.8729,False,False,False,False,False,2399177.8,0,28609867.5
